ID	singluarvalue	contrib
1	19980.1776065339	136.152250473834
2	4792.22443690461	7.83250055332689
3	4016.13675072323	5.50101868272715
4	3078.36445886548	3.23196171748657
5	2838.21865302479	2.74737432486638
6	2661.0267801109	2.41504165476341
7	2581.38126558066	2.27263893659487
8	2331.25418066054	1.85355463344816
9	2322.94270664627	1.84036147014263
10	2297.06098895425	1.79958012428832
11	2282.89896567094	1.77745869823763
12	2276.9483318465	1.76820448162066
13	2272.46715303597	1.76125145310316
14	2261.30582193517	1.7439929988196
15	2250.6177497413	1.72754597776101
16	2245.40639096028	1.71955489288513
17	2224.72977197239	1.68803197486074
18	2223.82020036261	1.68665196717445
19	2213.17290726731	1.67053979482366
20	2208.66514214205	1.66374165258573
21	2202.03763696699	1.65377190864476
22	2201.20520147786	1.65252179538991
23	2183.74957052545	1.62641660859506
24	2180.26002879555	1.62122286830904
25	2168.0760264836	1.6031536565017
26	2167.47175743909	1.60226014435808
27	2155.5677130542	1.58470882075223
28	2152.58774579736	1.58033028405532
29	2148.81498784968	1.57479557004611
30	2145.00657718911	1.56921839981724
31	2133.25125354232	1.55206588986681
32	2128.2653087456	1.54481923159625
33	2121.7573173739	1.53538591639517
34	2116.39756052206	1.52763865789884
35	2114.09689896323	1.52431917831385
36	2105.57895964541	1.51206060952554
37	2098.63411638165	1.50210258245043
38	2093.04045446693	1.49410589895708
39	2088.97499284063	1.48830731921171
40	2081.20784885649	1.47726036412155
41	2077.14788691448	1.47150238962157
42	2072.54008625572	1.46498107339745
43	2067.10140364637	1.45730246390461
44	2065.19412268988	1.45461444585251
45	2053.71691048483	1.43849147910154
46	2052.23990013593	1.4364231290069
47	2049.72961288482	1.43291123027586
48	2036.59529277143	1.41460636120419
49	2030.96719840694	1.40679868597856
50	2024.61701765571	1.39801522559601
51	2019.64601691375	1.39115861702464
52	2014.85329520799	1.38456387223928
53	2012.84850148423	1.38180994071026
54	2011.1775958428	1.37951675699329
55	2005.41826218257	1.37162712927309
56	2001.17193292226	1.36582463493144
57	1994.52887208595	1.35677174320442
58	1992.01174858953	1.35334937405188
59	1988.46383882144	1.3485328507439
60	1981.82713929506	1.33954614280078
61	1979.45298665628	1.33633861575066
62	1974.97504213229	1.33029928909986
63	1970.96462024273	1.32490211238986
64	1959.96336458712	1.31015308166856
65	1957.54285609779	1.30691906361235
66	1955.1163455852	1.30368103759125
67	1951.4189108772	1.29875476547947
68	1946.72864146278	1.29251910875354
69	1942.6048375303	1.28704895761594
70	1941.03635283405	1.28497143615075
71	1935.4914553179	1.27764044723585
72	1925.02644708386	1.26386165091074
73	1921.54709900588	1.25929710001237
74	1918.7943155526	1.25569157908784
75	1917.26762732318	1.25369419261651
76	1912.8845811285	1.24796862937174
77	1911.78668591637	1.24653650366717
78	1905.21408617376	1.23798021223086
79	1901.57840199719	1.23325989171157
80	1896.86976296656	1.2271599211673
81	1893.36292479762	1.22262669138852
82	1891.03287699755	1.21961931685395
83	1884.35549306689	1.21102138266211
84	1879.79878915368	1.20517153763702
85	1878.76108539636	1.20384132521944
86	1873.06101107839	1.19654760852357
87	1867.73417041851	1.1897515083522
88	1860.97408419371	1.18115470930706
89	1859.19357998654	1.17889562908627
90	1854.94873526938	1.17351854926173
91	1852.3967737483	1.17029181411585
92	1850.14659933326	1.16745034805895
93	1848.18551501936	1.16497675467851
94	1842.45666338362	1.15776575209226
95	1835.14657877492	1.14859693281448
96	1830.76252746279	1.14311563427339
97	1829.14581451133	1.14109759663494
98	1822.72330221393	1.13309840163511
99	1821.00883346836	1.1309678005165
100	1817.59195853541	1.12672756843244
101	1811.50353710754	1.11919177062336
102	1809.28334099659	1.1164500674438
103	1804.77647015293	1.11089490729742
104	1801.65910999799	1.10706056134355
105	1798.8384093334	1.10359681841374
106	1793.00998754826	1.09645686947242
107	1791.07117117237	1.09408691146997
108	1786.77641457124	1.08884624492399
109	1783.88955397476	1.08533063102702
110	1780.97937975559	1.08179237959082
111	1777.05614165937	1.077031567057
112	1768.60525502251	1.06681216065445
113	1766.132108416	1.063830672091
114	1765.33664271523	1.06287258947231
115	1762.42741742231	1.05937230757806
116	1760.57702969929	1.05714898711532
117	1755.75806464888	1.05136975460852
118	1751.06554203157	1.04575738284011
119	1746.18782660883	1.0399394367654
120	1745.86495555025	1.0395549016083
121	1743.74523565903	1.03703210913168
122	1739.44497445375	1.03192355308259
123	1738.03683673248	1.03025347746685
124	1733.53012123057	1.02491752656857
125	1727.15354308778	1.0173913270968
126	1725.38900461968	1.01531356267487
127	1720.90885783984	1.01004767987753
128	1715.31741066513	1.00349480138363
129	1713.35072394013	1.00119501884113
130	1709.93126407864	0.9972026898668
131	1701.7874088956	0.987726595211831
132	1698.75328315173	0.984207689040302
133	1697.62143487181	0.98289660675333
134	1695.59620372305	0.980552850468424
135	1691.77208934231	0.976134914397476
136	1689.27665384729	0.973257357527623
137	1683.87996005122	0.967048804162876
138	1680.9902510518	0.963732544233992
139	1676.33746785636	0.95840493101512
140	1673.70004577106	0.955391540310559
141	1671.67676802425	0.953083057298808
142	1671.35511615726	0.952716321985469
143	1664.22078283536	0.944600166495541
144	1663.20205313639	0.943444072633169
145	1661.29735551261	0.941284447189718
146	1656.27661286707	0.935603579024299
147	1653.68701166095	0.932680219395493
148	1652.69706038753	0.931563887703755
149	1645.86922248498	0.923882590785735
