ID	singluarvalue	contrib
1	14575.4563913674	135.390751111331
2	3282.16990308741	6.86541493248506
3	2716.62815488062	4.70332584419195
4	2343.20785269446	3.49918014142118
5	2288.60155877881	3.33799015602414
6	2155.35403883999	2.96061481521513
7	2075.7836102481	2.74605246168885
8	2053.52603085234	2.68747911293869
9	1941.56482765631	2.40241740000941
10	1911.01902705509	2.32741964118488
11	1901.63291263853	2.3046131918447
12	1888.09708266679	2.2719214671981
13	1873.13997243085	2.23606866762469
14	1859.49813996812	2.2036172801118
15	1850.03300702951	2.18124087001718
16	1841.99661067091	2.16233175527127
17	1838.74043532283	2.15469362169491
18	1824.31717499076	2.12102294348967
19	1820.00399128323	2.11100544530834
20	1810.72787922924	2.08954173310601
21	1805.38124443101	2.07722014402596
22	1798.24470069465	2.06083039476543
23	1787.5273409615	2.03633890756162
24	1777.37098586893	2.01326454579674
25	1763.17754832583	1.98123853719795
26	1760.81521420475	1.97593310213289
27	1745.10458235078	1.9408304199978
28	1742.92060231995	1.93597560206049
29	1736.1988868354	1.92107190057468
30	1732.32683759714	1.91251275399638
31	1727.89186135216	1.9027327390285
32	1718.58375318582	1.88228801257265
33	1711.20899484256	1.86616818676784
34	1706.76019900372	1.8564774835629
35	1700.89541822972	1.84374092334037
36	1694.00449015861	1.82883189418654
37	1689.21783997107	1.81851124772367
38	1685.39904140026	1.81029835975201
39	1679.63264787239	1.79793210728525
40	1676.43749102816	1.79109821887292
41	1670.62217274494	1.77869365167008
42	1662.82547952191	1.76213027956742
43	1655.67665582717	1.74701133896708
44	1652.30669955601	1.73990685965574
45	1646.33640448278	1.72735593280296
46	1643.66984431173	1.72176489043097
47	1635.71092658562	1.70513112649105
48	1632.68593316479	1.69883020756247
49	1628.85943051173	1.69087649091889
50	1623.93847821427	1.68067529919334
51	1620.94509958573	1.67448508828951
52	1615.68917666822	1.66364364033898
53	1611.54145795577	1.65511295403266
54	1606.42042549353	1.64461068601665
55	1603.15756688983	1.63793661443606
56	1592.9921852155	1.61723064913948
57	1584.01313967066	1.59905069472275
58	1582.40207090812	1.59579962253394
59	1579.25308832169	1.58945465459984
60	1578.54997393794	1.58803965702085
61	1574.01007503265	1.57891840989377
62	1571.14669138562	1.57317900967022
63	1565.56509754271	1.56202123671631
64	1560.26549132068	1.55146391610036
65	1557.1561806692	1.54528653581656
66	1553.50840677593	1.53805507947313
67	1548.72846664542	1.52860485585104
68	1540.72555750282	1.51284782825006
69	1538.68303888462	1.50883936400109
70	1534.03070304754	1.49972895587233
71	1531.90391491296	1.49557337450213
72	1527.66913313877	1.4873161035704
73	1525.11600747787	1.48234888692124
74	1521.10460266863	1.47456130701691
75	1515.51360599162	1.463741385794
76	1513.13006846235	1.45914078184446
77	1508.04681075774	1.44935348066655
