ID	singluarvalue	contrib
1	11875.95152015	172.451506799584
2	3540.54674766487	15.3274824388555
3	2872.42239868134	10.0885039997974
4	2529.15257526523	7.82132298399303
5	2074.03306270677	5.25970651673717
6	1949.21568531734	4.64568710787232
7	1792.70804343222	3.92960859815893
8	1727.99736535668	3.6510376647612
9	1669.93109317368	3.40978710061916
10	1607.43960861708	3.15936274195888
11	1556.58596438419	2.96262294144592
12	1529.8917306311	2.86188089628622
13	1519.27911840855	2.82231379669516
14	1496.30662974625	2.73760863237817
15	1476.19648471073	2.66451699644371
16	1470.42056831104	2.64370686813981
17	1445.82921658226	2.55601945007342
18	1444.64035085816	2.55181768885108
19	1438.15150118571	2.52894531925963
20	1429.28153033504	2.49784637559084
21	1421.92020942623	2.47218299531145
22	1409.06432161844	2.42768199930699
23	1400.31575321245	2.39762970376508
24	1387.49240143491	2.35391831531759
25	1382.74873203498	2.3378503032596
26	1376.28526962528	2.31604548650332
27	1365.54551075429	2.28004027722601
28	1361.78236726274	2.26749101218736
29	1355.89191756468	2.24791717291134
30	1351.71161536598	2.23407759286531
31	1341.21787541221	2.19952461822907
32	1334.86328659069	2.17873163053273
33	1328.04392854463	2.15652770873625
34	1323.41295384854	2.14151402931659
35	1317.43246290575	2.12220279744176
36	1306.93455388538	2.08851616974292
37	1303.67917609964	2.07812476706265
38	1298.00634776791	2.06007861539203
39	1292.48809140582	2.04259969122009
40	1291.76145562153	2.04030364095376
41	1278.7349330556	1.99936101860815
42	1274.30206105644	1.98552304620344
43	1270.3416026607	1.97320043938027
44	1266.66372534198	1.9617914078821
45	1263.6489772627	1.95246411993806
46	1250.99207307475	1.91354763067817
47	1247.42252566578	1.90264307875969
48	1245.69039495944	1.89736284959625
49	1236.00734094183	1.86798016993391
50	1228.93803833293	1.84667357576085
51	1224.59246496396	1.83363684460054
52	1221.58469036382	1.82464055650436
53	1211.80268379059	1.79553543866779
54	1209.93342119167	1.79000031543506
55	1206.33080806368	1.77935662553364
56	1198.27666679311	1.75567597673292
57	1194.4749430797	1.74455332522804
58	1192.43454718085	1.73859834183864
59	1184.60397191557	1.71583898165654
60	1177.28131513649	1.69469154947727
61	1170.44525411859	1.67506772698943
62	1162.74731552771	1.65310657143086
63	1161.29014504108	1.64896577717851
64	1157.43429284407	1.63803377577901
65	1150.96651430115	1.61977815860077
66	1145.9304440053	1.60563444487512
67	1139.71414438452	1.58826160567583
68	1134.17368587581	1.57285720148134
69	1129.53649885584	1.56002191408002
70	1127.08861325455	1.55326760864675
71	1118.407335023	1.52943200734068
72	1116.4761001114	1.52415460577551
73	1115.47037072535	1.52140990455328
74	1107.77915992538	1.50050187596799
75	1106.95511988785	1.49827035946882
76	1093.0518216432	1.46087032078009
77	1090.55757085139	1.45421076541673
78	1089.71580827382	1.45196672472554
79	1085.36475284422	1.44039494589906
80	1082.47966435662	1.43274748245954
81	1079.13975532818	1.42391985427953
82	1071.94247090339	1.40498962654141
83	1069.96813743243	1.39981889475021
84	1066.88780773777	1.39177062342064
85	1060.71771367763	1.37571921835013
86	1058.56642573193	1.37014456466385
