ID	singluarvalue	contrib
1	18883.2601898993	138.807585216999
2	4141.61153012286	6.67725507081888
3	3692.2073972498	5.30678411678254
4	3268.50009616258	4.1586871327776
5	3037.27007967466	3.59108817050523
6	2737.87092122446	2.91799929647033
7	2294.90378001387	2.050162129994
8	2256.42317899268	1.98198493539304
9	2230.64945388474	1.93696555263484
10	2220.26883049163	1.91897964740446
11	2193.87569869279	1.87362761859674
12	2185.04371237538	1.85857248600768
13	2168.63467926577	1.83076264024808
14	2157.74257836172	1.81241858762963
15	2137.1967812624	1.7780675962212
16	2127.71049441033	1.76231815713812
17	2119.88566669447	1.74937985620213
18	2101.5027112963	1.71917130562183
19	2097.47761834268	1.71259201608602
20	2091.12331082589	1.70223114051868
21	2082.47264125443	1.68817651201649
22	2076.97535503752	1.6792754199614
23	2071.61617647059	1.6706205977912
24	2067.69213266062	1.66429763149035
25	2063.5474230806	1.65763211621082
26	2051.1675595761	1.63780247488701
27	2049.72486235463	1.63549937477453
28	2032.39965023137	1.60796824379766
29	2029.82103423294	1.60389059863662
30	2026.2252523358	1.59821312026358
31	2018.36155109583	1.58583198665241
32	2011.49423749959	1.57505901221596
33	1998.45940755032	1.55471184442301
34	1997.33288889222	1.55295957638663
35	1992.12947286034	1.54487863108146
36	1986.01099862594	1.53540355961446
37	1981.83665497255	1.52895589508677
38	1976.80593579707	1.52120350509455
39	1970.07070173278	1.51085528898256
40	1967.83701333895	1.50743118167615
41	1964.2385127593	1.50192307081695
42	1955.67231905648	1.4888516341458
43	1948.07312573429	1.47730359551568
44	1947.69698801871	1.47673316933669
45	1942.67977572868	1.46913492273389
46	1937.15517736532	1.46079094366133
47	1930.14850871558	1.45024272554765
48	1929.27843194999	1.4489355327688
49	1921.34372053658	1.43704171485381
50	1914.63485805435	1.42702363918734
51	1909.00006717649	1.41863650739976
52	1905.1282797246	1.4128878549153
53	1898.66707405542	1.40332054254981
54	1894.88622343871	1.39773719126396
55	1891.71108165671	1.39305691500146
56	1890.12516273685	1.3907221512369
57	1883.48066228276	1.38096151531594
58	1880.28175516403	1.37627464349631
59	1874.58019751799	1.36794077316333
60	1873.88447983068	1.36692558694849
61	1868.91814537435	1.35968969399169
62	1862.1006498915	1.3497879534956
63	1854.67906318249	1.33904996752212
64	1852.10049417467	1.33532918092363
65	1841.92447311433	1.32069605640912
66	1839.95511182835	1.31787342466364
67	1837.10324271061	1.31379127092259
68	1835.42699395468	1.31139485005249
69	1828.20139327718	1.30108993024236
70	1821.6678195509	1.2918069517737
71	1820.8279843465	1.29061611460859
72	1819.64958837974	1.2889461439071
73	1812.39125916333	1.27868379842085
74	1808.40321009411	1.27306266865843
75	1805.9256130213	1.26957674730357
76	1798.16968081922	1.25869522857274
77	1794.42696727405	1.25346098059658
78	1792.28712887837	1.25047328064519
79	1786.85731296256	1.24290802556172
80	1784.86129653618	1.24013278526995
81	1780.21569511865	1.23368560069971
82	1774.95383692382	1.22640346613843
83	1773.01905962699	1.22373125653361
84	1766.01037728075	1.214075644741
85	1764.80364788698	1.21241703588843
86	1763.82724350242	1.21107583078502
87	1757.40705555899	1.20227544097025
88	1752.65218365335	1.1957784462727
89	1749.9243275976	1.19205908534
90	1746.76314459347	1.18775614127733
91	1742.71733526441	1.1822604107571
92	1733.96545148182	1.17041566198208
93	1731.64938935606	1.16729109568541
94	1731.25936075454	1.16676532454006
95	1724.63962501553	1.15785977063104
96	1723.10666261542	1.15580233599463
97	1716.57227808615	1.14705286411269
98	1714.44675496335	1.14421397646203
99	1710.96807338899	1.13957537463427
100	1709.38774383422	1.13747121737634
101	1703.65642297422	1.12985646341765
102	1700.80302329488	1.12607491193041
103	1698.84181598998	1.12347944024522
104	1693.66321353128	1.11664044474665
105	1688.48572491556	1.10982379270757
106	1686.74910579696	1.10754204398271
107	1684.01949199057	1.10396034247264
108	1677.30269782145	1.09517150513093
109	1674.02856789455	1.09090008281577
110	1671.45745021812	1.08755165903389
111	1669.27078681942	1.08470796852813
112	1665.37462388406	1.07965035063378
113	1661.64015628449	1.07481372280302
114	1655.53703849306	1.06693275292643
115	1654.03692416775	1.06500009187693
116	1650.89948081415	1.06096365425948
117	1649.18990298596	1.05876744446384
118	1645.26015114124	1.0537277141307
119	1642.5023733238	1.05019816721263
120	1640.84543435374	1.04808037841258
121	1635.08367756198	1.04073272500247
122	1633.08615150286	1.03819142278991
123	1627.34462460593	1.03090420696658
124	1620.71642843744	1.0225235361609
125	1619.62871052675	1.02115149609085
126	1615.12943974947	1.01548593155181
127	1613.52644038412	1.01347121314621
128	1608.81532141785	1.0075616562868
129	1606.3686372526	1.00449938979539
130	1604.63841170521	1.0023366552181
131	1602.55253045869	0.99973245937867
132	1598.93438619679	0.995223286825588
133	1594.59719261947	0.989831418652964
134	1592.74063978827	0.987527884506237
135	1589.65653793439	0.983707189792255
136	1589.03905673228	0.982943121943272
137	1583.30473403413	0.975861681289647
138	1578.03373173307	0.969374986770671
139	1573.14342736666	0.963376137438315
140	1570.07713370004	0.959624266874538
141	1567.88983869062	0.95695239902088
142	1564.70034164158	0.953062977334365
143	1563.01749889581	0.95101403211711
144	1558.14196204443	0.94509026951889
145	1556.34947824426	0.942917059865607
146	1553.02245383538	0.938890001671672
147	1550.62998141268	0.935999459795403
148	1549.22321129747	0.934301906161336
149	1541.49959478859	0.925009247103654
150	1539.43198820851	0.922529489649949
151	1538.0518589981	0.920876101675959
152	1536.47843357899	0.918992954848501
153	1533.2155699164	0.915093954646535
154	1527.54242149042	0.908334488727481
155	1524.68817221412	0.904943170959636
156	1519.73440420682	0.899072336396097
157	1519.00871250542	0.898213905402601
158	1513.98579310961	0.892283463208694
159	1512.29477728854	0.890291340413823
160	1509.58511994188	0.887103835821531
161	1507.14691378665	0.884240538791715
162	1502.29967857754	0.878561955777261
163	1499.8118696384	0.875654567107812
164	1495.41305826892	0.870525669548277
165	1492.07076478399	0.86663871565418
166	1489.76914345062	0.863967078701594
167	1487.52931771575	0.861371131544834
168	1487.4791319758	0.861313011253859
169	1481.02014735935	0.85384920353794
170	1477.26782863821	0.84952805283395
171	1474.08548021914	0.845871867742326
172	1472.38034541817	0.843916090577719
173	1469.19065086564	0.840263612012277
